,date,is_public_channel,civil_holyday,hour,male_duration,female_duration,music_duration
74,2016-03-01,0.0,0.019230769230769232,16.224358974358974,1606.0144871794873,935.9816666666669,956.7858974358969
75,2016-04-01,0.0,0.0,16.548148148148147,1656.905185185184,878.4404444444444,960.5405925925928
76,2016-05-01,0.0,0.16783216783216784,16.545454545454547,1696.0558041958031,896.6860139860138,909.9844755244757
77,2016-06-01,0.0,0.0,16.412213740458014,1695.4662595419845,920.3567938931301,886.446717557252
78,2016-07-01,0.0,0.006622516556291391,16.456953642384107,1789.2590728476814,890.7086092715228,812.5058278145694
79,2016-08-01,0.0,0.028169014084507043,16.54225352112676,1823.7069014084507,864.5804225352115,800.3640845070425
80,2016-09-01,0.0,0.0,16.555555555555557,1671.0141666666666,820.2984722222222,1021.4027777777778
81,2016-10-01,0.0,0.0,16.181818181818183,1664.1930069930072,876.6076923076922,949.9986013986013
82,2016-11-01,0.0,0.0625,15.9765625,1786.2176562500001,826.9018750000002,885.1840625000002
83,2016-12-01,0.0,0.040268456375838924,16.38255033557047,1551.9567785234897,813.1829530201345,1113.6565100671141
84,2017-01-01,0.0,0.026490066225165563,16.70860927152318,1677.4658278145694,877.6368211920532,949.0586754966888
85,2017-02-01,0.0,0.0,16.4296875,1673.09171875,915.1764062499994,926.7971875000002
86,2017-03-01,0.0,0.0,17.081481481481482,1692.1582222222216,846.0946666666666,971.1288888888886
87,2017-04-01,0.0,0.050359712230215826,16.654676258992804,1638.456834532374,911.2795683453238,950.1247482014393
88,2017-05-01,0.0,0.09032258064516129,16.24516129032258,1598.7554838709682,937.8841290322584,968.9978064516124
89,2017-06-01,0.0,0.022058823529411766,16.86764705882353,1610.8286764705883,943.751029411765,950.7660294117646
90,2017-07-01,0.0,0.03496503496503497,16.482517482517483,1703.243776223777,864.8274125874125,923.0711888111883
91,2017-08-01,0.0,0.0364963503649635,16.51824817518248,1577.1629197080294,991.4433576642335,933.9381021897811
92,2017-09-01,0.0,0.0,16.0381679389313,1609.4410687022905,939.5203053435116,943.3331297709925
93,2017-10-01,0.0,0.0,16.566433566433567,1609.5710489510486,826.9475524475523,1055.680839160839
94,2017-11-01,0.0,0.06666666666666667,16.377777777777776,1651.1894814814814,854.865481481481,986.854814814815
95,2017-12-01,0.0,0.037037037037037035,17.0,1546.5937777777783,852.1872592592597,1067.579407407407
96,2018-01-01,0.0,0.03488372093023256,16.25581395348837,1722.524302325582,896.433023255814,873.9526744186044
97,2018-02-01,0.0,0.0,16.365853658536587,1648.074268292683,978.1534146341465,856.0236585365852
98,2018-03-01,0.0,0.0,16.283333333333335,1710.3559999999989,914.4832222222219,867.8045555555555
99,2018-04-01,0.0,0.02631578947368421,16.30921052631579,1648.7402631578948,919.3736842105259,946.3488157894732
100,2018-05-01,0.0,0.10429447852760736,16.987730061349694,1653.8861349693245,874.9404907975464,979.9550920245398
101,2018-06-01,0.0,0.0,16.65945945945946,1581.210378378379,931.057405405406,997.0601081081079
102,2018-07-01,0.0,0.0481283422459893,16.529411764705884,1629.2251336898398,895.5796791443856,966.9071657754016
103,2018-08-01,0.0,0.03296703296703297,16.967032967032967,1603.843076923078,921.5498901098902,960.3673626373627
104,2018-09-01,0.0,0.0,16.91176470588235,1751.2412941176476,872.2962352941186,866.6991764705884
105,2018-10-01,0.0,0.0,16.90909090909091,1660.8657954545454,950.6902272727268,880.4632954545453
106,2018-11-01,0.0,0.06976744186046512,16.88372093023256,1594.0122093023251,931.38023255814,956.7308139534889
107,2018-12-01,0.0,0.04918032786885246,16.530054644808743,1586.9073224043714,723.0369398907104,1164.6650273224038
108,2019-01-01,0.0,0.03225806451612903,16.5,1783.9047465437777,709.9137327188943,990.7510138248851
109,2019-02-01,0.0,0.0,16.5,1783.701683673469,919.9452551020406,783.3860204081627
